i,v,cycle_index,test_time,cell_id
-187.2,1.3663239844379986,3,3623.721770240233,ezbatt_10000
-187.2,1.3707629586730694,3,3648.721770240233,ezbatt_10000
-187.2,1.375435367430974,3,3673.721770240233,ezbatt_10000
-187.2,1.380397818516292,3,3698.721770240233,ezbatt_10000
-187.2,1.3857242363443838,3,3723.721770240233,ezbatt_10000
-187.2,1.3915146060190415,3,3748.721770240233,ezbatt_10000
-187.2,1.3979099897300808,3,3773.721770240233,ezbatt_10000
-187.2,1.4051203136994586,3,3798.721770240233,ezbatt_10000
-187.2,1.4134812051086434,3,3823.721770240233,ezbatt_10000
-187.2,1.4208475876664957,3,3842.471770240233,ezbatt_10000
187.2,1.2114710793884345,3,3842.471770240233,ezbatt_10000
187.2,1.1861405269977894,3,3888.721770240233,ezbatt_10000
187.2,1.181467231320282,3,3913.721770240233,ezbatt_10000
187.2,1.1774154127931569,3,3938.721770240233,ezbatt_10000
187.2,1.173502144707876,3,3963.721770240233,ezbatt_10000
187.2,1.1696724971441137,3,3988.721770240233,ezbatt_10000
187.2,1.1659022651131696,3,4013.721770240233,ezbatt_10000
187.2,1.1621712229432335,3,4038.721770240233,ezbatt_10000
187.2,1.1584606680254304,3,4063.721770240233,ezbatt_10000
187.2,1.154752678846863,3,4088.721770240233,ezbatt_10000
187.2,1.151029550792365,3,4113.721770240233,ezbatt_10000
187.2,1.1472732651120316,3,4138.721770240233,ezbatt_10000
187.2,1.143464942745275,3,4163.721770240233,ezbatt_10000
187.2,1.1395842395109752,3,4188.721770240233,ezbatt_10000
187.2,1.1356086317681298,3,4213.721770240233,ezbatt_10000
187.2,1.1315125255342102,3,4238.721770240233,ezbatt_10000
187.2,1.1272660935315337,3,4263.721770240233,ezbatt_10000
187.2,1.1228336958425222,3,4288.721770240233,ezbatt_10000
187.2,1.1181716556148324,3,4313.721770240233,ezbatt_10000
187.2,1.1132250116228541,3,4338.721770240233,ezbatt_10000
187.2,1.1079225926993872,3,4363.721770240233,ezbatt_10000
187.2,1.1021692201758606,3,4388.721770240233,ezbatt_10000
187.2,1.0958327272954778,3,4413.721770240233,ezbatt_10000
187.2,1.0887209811580139,3,4438.721770240233,ezbatt_10000
187.2,1.0805379023805592,3,4463.721770240233,ezbatt_10000
187.2,1.070790053700398,3,4488.721770240233,ezbatt_10000
187.2,1.0585566237693276,3,4513.721770240233,ezbatt_10000
187.2,1.0417741037452855,3,4538.721770240233,ezbatt_10000
187.2,1.0137024325399189,3,4563.721770240233,ezbatt_10000
187.2,0.5364891266259336,3,4588.721770240233,ezbatt_10000
187.2,-0.7445745458987916,3,4607.017440795897,ezbatt_10000
-187.2,0.22081701869519943,4,4607.017440795897,ezbatt_10000
-187.2,1.2828829903932881,4,4652.648085547849,ezbatt_10000
-187.2,1.289735163449369,4,4677.648085547849,ezbatt_10000
-187.2,1.2948938866408,4,4702.648085547849,ezbatt_10000
-187.2,1.2996494051222276,4,4727.648085547849,ezbatt_10000
-187.2,1.304144295811002,4,4752.648085547849,ezbatt_10000
-187.2,1.3084354601469161,4,4777.648085547849,ezbatt_10000
-187.2,1.3125643146021786,4,4802.648085547849,ezbatt_10000
-187.2,1.316564302433823,4,4827.648085547849,ezbatt_10000
-187.2,1.320463416578598,4,4852.648085547849,ezbatt_10000
-187.2,1.324285781198204,4,4877.648085547849,ezbatt_10000
-187.2,1.328052784970965,4,4902.648085547849,ezbatt_10000
-187.2,1.331783939894611,4,4927.648085547849,ezbatt_10000
-187.2,1.3354975677621639,4,4952.648085547849,ezbatt_10000
-187.2,1.339211383121928,4,4977.648085547849,ezbatt_10000
-187.2,1.3429430235237465,4,5002.648085547849,ezbatt_10000
-187.2,1.3467105690126286,4,5027.648085547849,ezbatt_10000
-187.2,1.3505330906105841,4,5052.648085547849,ezbatt_10000
-187.2,1.354431271232229,4,5077.648085547849,ezbatt_10000
-187.2,1.3584281529063091,4,5102.648085547849,ezbatt_10000
-187.2,1.3625500838751394,4,5127.648085547849,ezbatt_10000
-187.2,1.3668279733961983,4,5152.648085547849,ezbatt_10000
-187.2,1.3712990211101297,4,5177.648085547849,ezbatt_10000
-187.2,1.376009191745281,4,5202.648085547849,ezbatt_10000
-187.2,1.3810168956926085,4,5227.648085547849,ezbatt_10000
-187.2,1.3863987001332372,4,5252.648085547849,ezbatt_10000
-187.2,1.3922586391282015,4,5277.648085547849,ezbatt_10000
-187.2,1.3987443337723722,4,5302.648085547849,ezbatt_10000
-187.2,1.4060771452767968,4,5327.648085547849,ezbatt_10000
-187.2,1.4146147848163937,4,5352.648085547849,ezbatt_10000
-187.2,1.4208280180221347,4,5368.273085547849,ezbatt_10000
187.2,1.2118130817149573,4,5368.273085547849,ezbatt_10000
187.2,1.1852671698706325,4,5417.648085547849,ezbatt_10000
187.2,1.180621824447625,4,5442.648085547849,ezbatt_10000
187.2,1.1765766231008044,4,5467.648085547849,ezbatt_10000
187.2,1.1726650976160586,4,5492.648085547849,ezbatt_10000
187.2,1.1688336777846082,4,5517.648085547849,ezbatt_10000
187.2,1.1650584293022173,4,5542.648085547849,ezbatt_10000
187.2,1.1613192188165196,4,5567.648085547849,ezbatt_10000
187.2,1.1575973301728821,4,5592.648085547849,ezbatt_10000
187.2,1.1538747324075236,4,5617.648085547849,ezbatt_10000
187.2,1.1501335141538853,4,5642.648085547849,ezbatt_10000
187.2,1.1463553434233997,4,5667.648085547849,ezbatt_10000
187.2,1.1425209038665936,4,5692.648085547849,ezbatt_10000
187.2,1.1386092619815698,4,5717.648085547849,ezbatt_10000
187.2,1.1345971106388177,4,5742.648085547849,ezbatt_10000
187.2,1.130457815627263,4,5767.648085547849,ezbatt_10000
187.2,1.1261601592338135,4,5792.648085547849,ezbatt_10000
187.2,1.121666618844747,4,5817.648085547849,ezbatt_10000
187.2,1.1169309211773957,4,5842.648085547849,ezbatt_10000
187.2,1.111894438074281,4,5867.648085547849,ezbatt_10000
187.2,1.106480662647366,4,5892.648085547849,ezbatt_10000
187.2,1.1005863579093376,4,5917.648085547849,ezbatt_10000
187.2,1.0940666041618885,4,5942.648085547849,ezbatt_10000
187.2,1.08670783831056,4,5967.648085547849,ezbatt_10000
187.2,1.0781749928302637,4,5992.648085547849,ezbatt_10000
187.2,1.0678954227508433,4,6017.648085547849,ezbatt_10000
187.2,1.0547584411583348,4,6042.648085547849,ezbatt_10000
187.2,1.036095651782894,4,6067.648085547849,ezbatt_10000
187.2,1.0013391650694334,4,6092.648085547849,ezbatt_10000
187.2,-0.37543763211136894,4,6117.648085547849,ezbatt_10000
187.2,-0.745896918290002,4,6129.528961181639,ezbatt_10000
-187.2,0.22104310273920807,5,6129.528961181639,ezbatt_10000
-187.2,1.2774553744403632,5,6156.24442954199,ezbatt_10000
-187.2,1.2858132980698667,5,6181.24442954199,ezbatt_10000
-187.2,1.2913534116058634,5,6206.24442954199,ezbatt_10000
-187.2,1.2963611096332668,5,6231.24442954199,ezbatt_10000
-187.2,1.3010539486584094,5,6256.24442954199,ezbatt_10000
-187.2,1.305504371340027,5,6281.24442954199,ezbatt_10000
-187.2,1.3097621731589633,5,6306.24442954199,ezbatt_10000
-187.2,1.3138665056617471,5,6331.24442954199,ezbatt_10000
-187.2,1.3178494191859762,5,6356.24442954199,ezbatt_10000
-187.2,1.3217379575284633,5,6381.24442954199,ezbatt_10000
-187.2,1.3255556054742061,5,6406.24442954199,ezbatt_10000
-187.2,1.3293233476809343,5,6431.24442954199,ezbatt_10000
-187.2,1.3330604827432062,5,6456.24442954199,ezbatt_10000
-187.2,1.336785284501555,5,6481.24442954199,ezbatt_10000
-187.2,1.3405155743980388,5,6506.24442954199,ezbatt_10000
-187.2,1.3442692534057914,5,6531.24442954199,ezbatt_10000
-187.2,1.3480648351838485,5,6556.24442954199,ezbatt_10000
-187.2,1.351922021674504,5,6581.24442954199,ezbatt_10000
-187.2,1.3558623681259008,5,6606.24442954199,ezbatt_10000
-187.2,1.3599100978132324,5,6631.24442954199,ezbatt_10000
-187.2,1.3640931509157666,5,6656.24442954199,ezbatt_10000
-187.2,1.3684445938280436,5,6681.24442954199,ezbatt_10000
-187.2,1.3730045877392778,5,6706.24442954199,ezbatt_10000
-187.2,1.3778232446427423,5,6731.24442954199,ezbatt_10000
-187.2,1.382964939247209,5,6756.24442954199,ezbatt_10000
-187.2,1.3885151165682847,5,6781.24442954199,ezbatt_10000
-187.2,1.3945916241358096,5,6806.24442954199,ezbatt_10000
-187.2,1.4013648594684647,5,6831.24442954199,ezbatt_10000
-187.2,1.409096803718751,5,6856.24442954199,ezbatt_10000
-187.2,1.4182261946966614,5,6881.24442954199,ezbatt_10000
-187.2,1.4208099747858924,5,6887.49442954199,ezbatt_10000
187.2,1.2108551004047927,5,6887.49442954199,ezbatt_10000
187.2,1.1878510682230012,5,6921.24442954199,ezbatt_10000
187.2,1.1828811377720034,5,6946.24442954199,ezbatt_10000
187.2,1.17873392626986,5,6971.24442954199,ezbatt_10000
187.2,1.174750690452716,5,6996.24442954199,ezbatt_10000
187.2,1.170863189989375,5,7021.24442954199,ezbatt_10000
187.2,1.1670448514564356,5,7046.24442954199,ezbatt_10000
187.2,1.1632741903759065,5,7071.24442954199,ezbatt_10000
187.2,1.159531621331663,5,7096.24442954199,ezbatt_10000
187.2,1.1557986064626211,5,7121.24442954199,ezbatt_10000
187.2,1.1520570456793564,5,7146.24442954199,ezbatt_10000
187.2,1.1482887215004647,5,7171.24442954199,ezbatt_10000
187.2,1.144474744482902,5,7196.24442954199,ezbatt_10000
187.2,1.1405949546833711,5,7221.24442954199,ezbatt_10000
187.2,1.136627229563483,5,7246.24442954199,ezbatt_10000
187.2,1.1325466352458409,5,7271.24442954199,ezbatt_10000
187.2,1.1283243332000525,5,7296.24442954199,ezbatt_10000
187.2,1.12392611159572,5,7321.24442954199,ezbatt_10000
187.2,1.119310336734695,5,7346.24442954199,ezbatt_10000
187.2,1.1144249897468983,5,7371.24442954199,ezbatt_10000
187.2,1.1092032152496798,5,7396.24442954199,ezbatt_10000
187.2,1.1035563502655124,5,7421.24442954199,ezbatt_10000
187.2,1.0973624662290749,5,7446.24442954199,ezbatt_10000
187.2,1.0904464015478441,5,7471.24442954199,ezbatt_10000
187.2,1.0825423061690438,5,7496.24442954199,ezbatt_10000
187.2,1.0732162317369747,5,7521.24442954199,ezbatt_10000
187.2,1.0616829628916684,5,7546.24442954199,ezbatt_10000
187.2,1.0462727609337175,5,7571.24442954199,ezbatt_10000
187.2,1.022158004885769,5,7596.24442954199,ezbatt_10000
187.2,0.9240454227531452,5,7621.24442954199,ezbatt_10000
187.2,-0.7459176391056512,5,7645.460128784177,ezbatt_10000
-187.2,0.22126868671361,6,7645.460128784177,ezbatt_10000
-187.2,1.281559477701891,6,7684.510420752927,ezbatt_10000
-187.2,1.2888272502157996,6,7709.510420752927,ezbatt_10000
-187.2,1.2941246643042978,6,7734.510420752927,ezbatt_10000
-187.2,1.298981011093153,6,7759.510420752927,ezbatt_10000
-187.2,1.303558651656254,6,7784.510420752927,ezbatt_10000
-187.2,1.3079194858841108,6,7809.510420752927,ezbatt_10000
-187.2,1.3121078703831048,6,7834.510420752927,ezbatt_10000
-187.2,1.3161593243851644,6,7859.510420752927,ezbatt_10000
-187.2,1.3201033706171343,6,7884.510420752927,ezbatt_10000
-187.2,1.3239652882490134,6,7909.510420752927,ezbatt_10000
-187.2,1.3277673549265132,6,7934.510420752927,ezbatt_10000
-187.2,1.3315297778494672,6,7959.510420752927,ezbatt_10000
-187.2,1.3352714296827233,6,7984.510420752927,ezbatt_10000
-187.2,1.3390104661017412,6,8009.510420752927,ezbatt_10000
-187.2,1.3427648806688923,6,8034.510420752927,ezbatt_10000
-187.2,1.3465530420832454,6,8059.510420752927,ezbatt_10000
-187.2,1.3503942555211288,6,8084.510420752927,ezbatt_10000
-187.2,1.3543093927856948,6,8109.510420752927,ezbatt_10000
-187.2,1.3583216459354084,6,8134.510420752927,ezbatt_10000
-187.2,1.3624574784096897,6,8159.510420752927,ezbatt_10000
-187.2,1.3667478816186125,6,8184.510420752927,ezbatt_10000
-187.2,1.37123010367748,6,8209.510420752928,ezbatt_10000
-187.2,1.375950120431157,6,8234.510420752926,ezbatt_10000
-187.2,1.3809663079565535,6,8259.510420752926,ezbatt_10000
-187.2,1.386355138546529,6,8284.510420752928,ezbatt_10000
-187.2,1.3922204631881328,6,8309.510420752928,ezbatt_10000
-187.2,1.3987095801824716,6,8334.510420752926,ezbatt_10000
-187.2,1.4060432863462915,6,8359.510420752926,ezbatt_10000
-187.2,1.4145782658664396,6,8384.510420752926,ezbatt_10000
-187.2,1.4207872006706794,6,8400.135420752926,ezbatt_10000
187.2,1.2111622677987626,6,8400.135420752926,ezbatt_10000
187.2,1.1846097339633417,6,8449.510420752926,ezbatt_10000
187.2,1.17994638798905,6,8474.510420752926,ezbatt_10000
187.2,1.1758822066650043,6,8499.510420752926,ezbatt_10000
187.2,1.1719508354043842,6,8524.510420752926,ezbatt_10000
187.2,1.1680985080699111,6,8549.510420752926,ezbatt_10000
187.2,1.1643010602758666,6,8574.510420752926,ezbatt_10000
187.2,1.1605381012526461,6,8599.510420752926,ezbatt_10000
187.2,1.1567906209494652,6,8624.510420752926,ezbatt_10000
187.2,1.1530402459416256,6,8649.510420752926,ezbatt_10000
187.2,1.149268658479008,6,8674.510420752926,ezbatt_10000
187.2,1.145457036207532,6,8699.510420752926,ezbatt_10000
187.2,1.1415854615548988,6,8724.510420752926,ezbatt_10000
187.2,1.1376322520866302,6,8749.510420752926,ezbatt_10000
187.2,1.1335731523404728,6,8774.510420752926,ezbatt_10000
187.2,1.1293803061522678,6,8799.510420752926,ezbatt_10000
187.2,1.1250208909385235,6,8824.510420752926,ezbatt_10000
187.2,1.1204552307584725,6,8849.510420752926,ezbatt_10000
187.2,1.1156340916760108,6,8874.510420752926,ezbatt_10000
187.2,1.11049465744945,6,8899.510420752926,ezbatt_10000
187.2,1.1049542934422987,6,8924.510420752926,ezbatt_10000
187.2,1.0989004225733305,6,8949.510420752926,ezbatt_10000
187.2,1.0921731467273497,6,8974.510420752926,ezbatt_10000
187.2,1.0845332679845274,6,8999.510420752926,ezbatt_10000
187.2,1.0755978733665787,6,9024.510420752926,ezbatt_10000
187.2,1.064693406121235,6,9049.510420752926,ezbatt_10000
187.2,1.0504522129136284,6,9074.510420752926,ezbatt_10000
187.2,1.0292835697820504,6,9099.510420752926,ezbatt_10000
187.2,0.9812516964891599,6,9124.510420752926,ezbatt_10000
187.2,-0.411806432616547,6,9149.510420752926,ezbatt_10000
187.2,-0.7448505107548911,6,9154.810562133785,ezbatt_10000
-187.2,0.22149662725933872,7,9154.810562133785,ezbatt_10000
-187.2,1.2834753241415842,7,9199.94605918066,ezbatt_10000
-187.2,1.290392667508155,7,9224.94605918066,ezbatt_10000
-187.2,1.295595764864191,7,9249.94605918066,ezbatt_10000
-187.2,1.300390807227664,7,9274.94605918066,ezbatt_10000
-187.2,1.3049224863560789,7,9299.94605918066,ezbatt_10000
-187.2,1.309248707996021,7,9324.94605918066,ezbatt_10000
-187.2,1.3134116280240704,7,9349.94605918066,ezbatt_10000
-187.2,1.3174452900210993,7,9374.94605918066,ezbatt_10000
-187.2,1.3213782043616784,7,9399.94605918066,ezbatt_10000
-187.2,1.3252349669518704,7,9424.94605918066,ezbatt_10000
-187.2,1.3290374204050432,7,9449.94605918066,ezbatt_10000
-187.2,1.332805536019633,7,9474.94605918066,ezbatt_10000
-187.2,1.336558121733919,7,9499.94605918066,ezbatt_10000
-187.2,1.34031342723507,7,9524.94605918066,ezbatt_10000
-187.2,1.3440896992691045,7,9549.94605918066,ezbatt_10000
-187.2,1.3479057316584901,7,9574.94605918066,ezbatt_10000
-187.2,1.3517814530772412,7,9599.94605918066,ezbatt_10000
-187.2,1.3557386007389174,7,9624.94605918066,ezbatt_10000
-187.2,1.3598015409884554,7,9649.94605918066,ezbatt_10000
-187.2,1.363998321621875,7,9674.94605918066,ezbatt_10000
-187.2,1.3683620822559355,7,9699.94605918066,ezbatt_10000
-187.2,1.3729330212495954,7,9724.94605918066,ezbatt_10000
-187.2,1.3777612464597575,7,9749.94605918066,ezbatt_10000
-187.2,1.3829110764839705,7,9774.94605918066,ezbatt_10000
-187.2,1.3884678285363126,7,9799.94605918066,ezbatt_10000
-187.2,1.3945491144278392,7,9824.94605918066,ezbatt_10000
-187.2,1.4013249189270507,7,9849.94605918066,ezbatt_10000
-187.2,1.4090564917936832,7,9874.94605918066,ezbatt_10000
-187.2,1.4181811961936628,7,9899.94605918066,ezbatt_10000
-187.2,1.420762849250353,7,9906.19605918066,ezbatt_10000
187.2,1.2101968455496264,7,9906.19605918066,ezbatt_10000
187.2,1.1871951924922008,7,9939.94605918066,ezbatt_10000
187.2,1.1822075005433006,7,9964.94605918066,ezbatt_10000
187.2,1.178041435931875,7,9989.94605918066,ezbatt_10000
187.2,1.174038556127158,7,10014.94605918066,ezbatt_10000
187.2,1.1701304388821052,7,10039.94605918066,ezbatt_10000
187.2,1.166290288072141,7,10064.94605918066,ezbatt_10000
187.2,1.1624963725047706,7,10089.94605918066,ezbatt_10000
187.2,1.1587288281126271,7,10114.94605918066,ezbatt_10000
187.2,1.1549687954167385,7,10139.94605918066,ezbatt_10000
187.2,1.1511977959170037,7,10164.94605918066,ezbatt_10000
187.2,1.1473971591137206,7,10189.94605918066,ezbatt_10000
187.2,1.143547444351514,7,10214.94605918066,ezbatt_10000
187.2,1.1396278102929709,7,10239.94605918066,ezbatt_10000
187.2,1.1356152784452764,7,10264.94605918066,ezbatt_10000
187.2,1.1314838214211056,7,10289.94605918066,ezbatt_10000
187.2,1.1272031780076561,7,10314.94605918066,ezbatt_10000
187.2,1.1227372476815654,7,10339.94605918066,ezbatt_10000
187.2,1.1180418314408942,7,10364.94605918066,ezbatt_10000
187.2,1.1130613330165626,7,10389.94605918066,ezbatt_10000
187.2,1.107723751132138,7,10414.94605918066,ezbatt_10000
187.2,1.101932740260057,7,10439.94605918066,ezbatt_10000
187.2,1.095554366746732,7,10464.94605918066,ezbatt_10000
